an Illager outpost	type of	location
Weak Will	type of	character
Arnold	type of	character
iron veins in the ground	type of	location
a furnace somewhere	type of	location
any crafting bench	type of	location
blocks of iron	type of	object
Jim	type of	character
all kinds of forests	type of	location
Dan	type of	character
Stoneburg	type of	location
Zana	type of	character
note blocks, used to play musical notes	type of	object
Olivia	type of	character
jungles	type of	location
Hunter	type of	character
weaponsmiths	type of	location
armorers	type of	location
Sam	type of	character
Cara	type of	character
wandering traders	type of	location
Loki	type of	character
End Cities	type of	location
Ender Chests	type of	object
Martin	type of	character
honey blocks	type of	object
Garth	type of	character
Alex	type of	character
Elytra	type of	object
Elena	type of	character
Bob	type of	character
wilderness	type of	location
Woodridge	type of	location
Chris	type of	character
the wilderness	type of	location
Wander	type of	character
Tove	type of	character
a place of the player's choosing	type of	location
Wither	type of	character
wither skeleton skulls	type of	object
blocks of soul sand	type of	object
Daniel	type of	character
River's End	type of	location
Henrik	type of	character
an Illager camp to the northeast	type of	location
an Illager outpost to the north	type of	location
Tom	type of	character
Tony	type of	character
Whispering Pines	type of	location
Thomas	present in	a village
fish	held by	Thomas
Thomas	present in	Salmon Steps
Matt	present in	a village
Nila	present in	a village
a village	connected to	ore veins deep in the ground
Tammy	present in	a village
a village	connected to	plains and savannas
Anders	present in	a village
Bertha	present in	a village
Narcissos	present in	a village
Pete	present in	a village
Felicia	present in	a village
Bruce	present in	a village
Zara	present in	a village
a village	connected to	Darkwater Bog
Legolas	present in	a village
Dave	present in	a village
Jack	present in	a village
Creepers	present in	a village
Oliver	present in	a village
Dagon	present in	a village
Ron	present in	a village
a village	connected to	Ron's home
Reverend Revan	present in	a village
a village	connected to	a ruined portal not for from the village
Weak Will	present in	a village
a village	connected to	The End
Zana	present in	a village
Olivia	present in	a village
a village	connected to	jungles
Hunter	present in	a village
a village	connected to	weaponsmiths
a village	connected to	armorers
Sam	present in	a village
a village	connected to	Nether
Cara	present in	a village
a village	connected to	wandering traders
Loki	present in	a village
a village	connected to	End Cities
Martin	present in	a village
Garth	present in	a village
Alex	present in	a village
Elena	present in	a village
Chris	present in	a village
a village	connected to	the wilderness
Tove	present in	a village
a village	connected to	a place of the player's choosing
Ender Pearls	held by	Matt
Jesse	present in	Desert Refuge
Inkspot	present in	Desert Refuge
Desert Refuge	connected to	Rivermouth
Una	present in	Desert Refuge
Suspicious Man	present in	Desert Refuge
Zed	present in	Desert Refuge
Desert Refuge	connected to	Tut's Temple
Desert Refuge	connected to	Seaside Settlement
Desert Refuge	connected to	Stoneburg
Daniel	present in	Desert Refuge
Paul	present in	Villager's temple
diamonds	held by	Paul
Villager's temple	connected to	ancient ruins, and deep within the Overworld itself
golden apples	held by	Bella
golden apples	present in	dangerous places
red banners	held by	Mike
poppies, common red flowers	held by	Justin
poppies, common red flowers	present in	outdoors in plains and forests
Potion of Strength	held by	Mister Meek
cyan dye	held by	Lee
Wilson	present in	deserts, taiga forests, and frozen regions
Greta	present in	Hamlet-By-The-Grass
Edward	present in	Hamlet-By-The-Grass
Pope	present in	Hamlet-By-The-Grass
Romeo	present in	temperate forests
Caleb	present in	a desert village
a desert village	connected to	snowy tundras, in frosted rivers
Maria	present in	a snowy village
sticks	held by	Maria
wood logs	held by	Maria
sticks	held by	Nick
wooden planks	held by	Harry
cobblestone	held by	Harry
Redstone Dust	held by	Harry
Chorus Fruits	held by	Kevin
Chorus Fruits	present in	The End
Ender Dragon	present in	The End
Miles the Moron	present in	Wide Woodland
Carl	present in	Spruced Hills
Ilona	present in	mushroom fields, and dimly lit places
Pete	present in	sandy beaches
scutes	present in	sandy beaches
Mario	present in	Lily Forest
Lone Wolf	present in	Lily Forest
Lily	present in	Nether
Dana	present in	Nether
Nether	connected to	lava pools deep underground
Nether	connected to	ore veins seated in stone
Kaz	present in	Nether
Nether	connected to	Nether Fortress
Wither	present in	Nether
Judas	present in	Woodland Homestead
Woodland Homestead	connected to	Desolate Plains
Test Subject	present in	Desolate Plains
Awesome Bow	held by	Jack
"Secrets of the Overworld"	held by	Dagon
"Secrets of the Overworld"	present in	a jungle temple
"The Nether: Compiled Accounts of the Hellish Plane"	held by	John
"The Nether: Compiled Accounts of the Hellish Plane"	present in	a nearby mineshaft
Xan	present in	Fishing Hamlet
Fishing Hamlet	connected to	Deepwood Tower
Heide	present in	Fishing Hamlet
Kate	present in	Seaside Settlement
Seaside Settlement	connected to	a beach not that far away from Seaside Settlement
Seaside Settlement	connected to	Humming Hills
Kitt	present in	Seaside Settlement
Seaside Settlement	connected to	wilderness
Cleo	present in	Humming Hills
Mapmaker	present in	Rivermouth
Tim	present in	underground in deep caves
Kitt	present in	a sunken ship east of Seaside Settlement
Jane	present in	an ocean ruin far west of here
Kant	present in	village
village	connected to	an igloo to the north
Spook	present in	an igloo to the north
Heide	present in	an ocean monument: a dangerous underwater temple made out of turquoise stone blocks, located far south of Fishing Hamlet
Elder Guardian	present in	an ocean monument: a dangerous underwater temple made out of turquoise stone blocks, located far south of Fishing Hamlet
Pineville	connected to	Dark Hall
Pineville	connected to	Darkwood
Herbert	present in	places shielded from direct sunlight
places shielded from direct sunlight	connected to	somewhere near Herbert
Netherite	held by	Pate
Pate	present in	diamond veins deep in the ground
Netherite	held by	Kaz
Ancient Debris	held by	Kaz
scutes	held by	Dean
Gilbert	present in	a nearby Illager outpost
Yves	present in	Nether Fortress
"An Interview with the Enderman"	held by	Finn
A.R.	present in	a hidden camp on a mountain
"An Interview with the Enderman"	present in	a hidden camp on a mountain
A.R.	present in	Nate's library
Nate	present in	Nate's library
Nate's library	connected to	an Illager outpost
blocks of iron	held by	Arnold
blocks of iron	present in	iron veins in the ground
a furnace somewhere	connected to	any crafting bench
blocks of iron	present in	any crafting bench
Jim	present in	all kinds of forests
Dan	present in	Stoneburg
note blocks, used to play musical notes	held by	Zana
Ender Chests	held by	Loki
honey blocks	held by	Martin
Elytra	held by	Alex
Bob	present in	wilderness
Wander	present in	the wilderness
wither skeleton skulls	held by	Tove
blocks of soul sand	held by	Tove
Henrik	present in	an Illager outpost to the north
Tony	present in	an Illager camp to the northeast
Tom	present in	an Illager camp to the northeast
Tom	present in	an Illager outpost to the north
