Thing	present in	Norsk Leiren
"Bounty Board"	held by	Commander Vale
Commander Vale	present in	Temple Steppes
Commander Vale	present in	Estheria
Commander Vale	present in	Wellspring Temple
Ordrak's Heart	held by	Commander Vale
Commander Vale	present in	Watchweald Temple
Commander Vale	present in	Enclave
Sturmbeorn	present in	Temple Steppes
Temple Steppes	connected to	Estheria
Warbeasts	present in	Temple Steppes
Estheria	connected to	Temple
Cacklespit	present in	Blightbogs
Mask of a Murderer	held by	Cacklespit
Thorns as Hard as Iron	held by	Cacklespit
Black Heart of a Coward	held by	Cacklespit
Cacklespit	present in	Cacklespit's realm
Jessa	present in	Blightbogs
Cam	present in	Rivenskull Gorge
Rivenskull Gorge	connected to	Forgotten Halls
Forgotten Halls	connected to	Vyrax's Tower
Robot Eye	present in	Forgotten Halls
Thiss	present in	Forgotten Halls
Vyrax	present in	Vyrax's Tower
Ember Truffles	held by	Clive
Clive	present in	Muckery
Eldrayn	present in	Wellspring Temple
Guardian of Water	present in	Wellspring Temple
Alchemist	present in	Wellspring Temple
Alchemist	present in	Ossean Wastes
Alchemist	present in	Enclave
Alchemist	present in	Sadwa Mesa
Alchemist	present in	Forsaken Vaults
Clockwork Core	held by	Alchemist
Alchemist	present in	Icedeep Caverns
Alchemist	present in	Broken Mines
Alchemist	present in	Imperial Camp
Ordrak's Heart	present in	Ossean Wastes
Guardian	present in	Ossean Wastes
Guardian of the Wild	present in	Ossean Wastes
Ossean Wastes	connected to	Enclave
Lord Taldimut	present in	Ossean Wastes
Ossean Wastes	connected to	Celestial Armory
Ossean Wastes	connected to	Riftkeep
Commander Muzaffar	present in	Ossean Wastes
Ossean Wastes	connected to	Forsaken Vaults
Ossean Wastes	connected to	Tower of the Moon
Guardian	present in	Sadwa Mesa
Ordrak's Heart	held by	Guardian Of Mana
Ordrak's Heart	held by	Jadok
Grand Regent	present in	Watchweald Temple
Watchweald Temple	connected to	Crows' Pass
Guardian of the Wild	present in	Watchweald Temple
Nether-Thralls	present in	Watchweald Temple
Crows' Pass	connected to	Frosted Hills
Forgotten Hero	present in	Crows' Pass
Spectral Champions	present in	Crows' Pass
Frosted Hills	connected to	Slavers' Camp
Lord Taldimut	present in	Frosted Hills
Grand Regent Eldrayn	present in	Frosted Hills
Destroyer	present in	Torchlight
Torchlight	connected to	Enclave
Torchlight	connected to	Icedeep Caverns
Torchlight	connected to	Redhaven
Dilawar	present in	Zeryphesh
"Manatoxin"	held by	Dilawar
Zeryphesh	connected to	Undercurrents
Duros the Blade	present in	Zeryphesh
Zeryphesh	connected to	Riftkeep
Imperial Railmaster	present in	Zeryphesh
Zeryphesh	connected to	Embercraft
Vanquisher	present in	Zeryphesh
Zeryphesh	connected to	Whispering Cave
Malik Vosh	present in	Zeryphesh
Muzaffar	present in	Zeryphesh
Zeryphesh	connected to	Tower of the Moon
Sphinx	present in	Zeryphesh
Zeryphesh	connected to	Vaults Forsaken
Glyph of Balthazar	held by	Edovar
Edovar	present in	Wellspring Basin
Elder Josimon	present in	the underground slave den
Elder Josimon	present in	Slavers' Camp
Kidrik the Mauler	present in	the underground slave den
Ember Keys	held by	Elder Valin
Passkey Ember	held by	Elder Valin
Latchkey Ember	held by	Elder Valin
Elder Valin	present in	Watchweald Portal
Ember Keys	present in	Old Estherian Refuge
Estherian Spectre	present in	near the altars in the Rotting Crypt
Locket	held by	Estherian Spectre
near the altars in the Rotting Crypt	connected to	Rotting Crypt
Jessa	present in	near the altars in the Rotting Crypt
Locket	present in	the depths beyond the Rotting Crypt
Locket	held by	Jessa
Jessa	present in	Jessa and her father's camp
Wraithring	held by	Jessa
Fade	present in	Sundered Battlefield
skulls of famous warriors	held by	Fade
Sundered Battlefield	connected to	Cacklespit's Realm
Sundered Battlefield	connected to	Gravedeep
Rift	present in	Sundered Battlefield
Sundered Battlefield	connected to	Emberworks
Sundered Battlefield	connected to	Rivenskull Pass
Widget	present in	Sundered Battlefield
Sundered Battlefield	connected to	Cacklespit's realm
Lamp of Marvels	held by	Fazeer Shah
Lamp of Wonders	held by	Fazeer Shah
Fazeer Shah	present in	Portal
Fazeer Shah	present in	Salt Barrens
Lamp of Marvels	held by	Ezrek Khan
Ezrek Khan	present in	a dark realm
Lamp of Wonders	present in	Sadwa Mesa
Artificer	present in	Sadwa Mesa
Grom	present in	Arena of Slaughter
Guardian of Mana	present in	Riftkeep
Guardian of Mana	present in	Forsaken Vaults
Guardian of Mana	present in	Vaults Forsaken
Guardian Of Air	present in	Salt Barrens
	held by	Guardian Of Air
Guardian Of Air	present in	Grunnheim
Salt Barrens	connected to	a dark realm
Jasha	present in	Salt Barrens
Salt Barrens	connected to	Swarm Stacks
Railmaster	present in	Grunnheim
Dark Alchemist	present in	Grunnheim
Guardian of Air	present in	Forsaken Vaults
Sphinx	present in	Forsaken Vaults
Forsaken Vaults	connected to	the gate to the Forsaken Vaults
Mana Queen	present in	Forsaken Vaults
Sphinx	present in	the entrance to the Forsaken Vaults, at a desert
Sphinx	present in	the gate to the Forsaken Vaults
Clockwork Core	held by	Guardian Of Mana
Clockwork Core	held by	Professor Stoker
Hareph	present in	an outpost
Hareph	present in	Swarm Point
Hareph	present in	Swarm Stacks
an outpost	connected to	Swarm Point
Hoska	present in	Swarm Point
Swarm Point	connected to	Brood Hive
High Priest Tauna	present in	a safe place
Bronze Head of Grunnheim	held by	High Priest Tauna
Bronze Head of Grunnheim	present in	the temple, houses thousands of years of historical artifacts and documents, overrun by the Sturmbeorn
Imperial Trapper	present in	Bone Defile
Imperial Trapper	present in	Warbeast den, in the Bone Defile
Jadok	present in	Icedeep Caverns
Alchemist's Journals	held by	Jadok
Jessa and her father's camp	connected to	Temple
Temple	connected to	the catacombs, where dark things live
Armory Portal	held by	Lord Taldimut
Golden Gear	held by	Lord Taldimut
crests, created by the Estherians, together form a map that shows the exact location of the Golden Gear	held by	Lord Taldimut
Golden Gear	present in	Whispering Cave
Mashal	present in	Dead Shoals
Crab King	present in	Dead Shoals
Merryweather Leaves	held by	Medrus
Merryweather Leaves	present in	around here
Scroll of Anom-Irek	held by	Miamin
Ember	held by	Nerasis
Spent Ember	held by	Nerasis
Nerasis	present in	Tarroch's Rift
Olwin	present in	Plunder Cove
Captain Willy	present in	Plunder Cove
Plunder Cove	connected to	a desert
Captain Stillheart	present in	Plunder Cove
Larry	present in	a desert
Professor Stoker	present in	next to the entrance to the Broken Mines
Professor Stoker	present in	Imperial Camp
Professor Stoker	present in	Emberworks
next to the entrance to the Broken Mines	connected to	Broken Mines
Imperial Camp	connected to	Great Door
Great Door	connected to	Scrapworks
Officer	present in	Scrapworks
Scrapworks	connected to	Abandoned Sawmill
Professor	present in	Scrapworks
Retto the Mapper	present in	Mapworks
Crown	held by	Robot Eye
Selrenki	present in	near the Bone Gallery
Ghost Chains	held by	Selrenki
Rosamortis	held by	Selrenki
near the Bone Gallery	connected to	Bone Gallery
the entrance to the Forsaken Vaults, at a desert	connected to	Stygian Aerie
Manticore	present in	Stygian Aerie
Black Blindness	held by	Sprocket
Sprocket	present in	Fungal Caves
Royal Masks	held by	Faceless King
Faceless King	present in	Vault of Souls
Trill-Bot 4000	present in	outside the dungeon
Azimuthoscope	held by	Trill-Bot 4000
Trill-Bot 4000	present in	dungeon
Cognition Linkage	held by	Trill-Bot 4000
Cognition Linkage	present in	somewhere nearby
Trill	present in	Veras
Veras	connected to	Redhaven
