Temple of Divines	type of	location
Potema's Catacombs	type of	location
Potema, the Wolf Queen	type of	character
Odahviing	type of	character
Skuldafn	type of	location
Alduin, World-Eater	type of	character
Aventus Aretino	type of	character
Grelod the Kind	type of	character
Druadach Redoubt	type of	location
Afa-Saryat	type of	character
"Wind and Sand"	type of	object
Forsaken Cave	type of	location
Curalmil	type of	character
White Phial	type of	location
Dark Brotherhood Sanctuary	type of	location
Night Mother's Chamber in the Dark Brotherhood Sanctuary	type of	location
Cicero	type of	character
Night Mother's Chamber	type of	location
Night Mother	type of	character
Balgruuf the Greater	type of	character
Nelkir	type of	character
High Hrothgar	type of	location
hight up the slopes of the Throat of the World	type of	location
Erandur	type of	character
Nightcaller Temple	type of	location
Vaermina	type of	character
From-Deepest-Fathoms	type of	character
Avanchnzel	type of	location
Lexicon	type of	object
Romlyn Dreth	type of	character
Black-Briar Meadery	type of	location
Ivarstead	type of	location
Vilemyr Inn	type of	location
Wilhelm	type of	character
Indaryn	type of	character
in the center of the cistern room	type of	location
Hafjorg	type of	character
Shor's Stone	type of	location
Elgrim	type of	character
Filnjar	type of	character
Ralis Sedarys	type of	character
outside Kolbjorn Barrow	type of	location
Kolbjorn Barrow	type of	location
Mournhold	type of	location
Relics of Ahzidal	type of	object
Eastmarch	type of	location
Saarthal	type of	location
Arniel Gane	type of	character
Karliah	type of	character
Twilight Sepulcher	type of	location
Nocturnal	type of	character
Ralof	type of	character
Vekel the Man	type of	character
Yngvild	type of	location
Arondil	type of	character
volumes of Arondil's journals, necromantic ravings	type of	object
Aela the Huntress	type of	character
Harbinger	type of	character
Hircine	type of	character
Castle Dour	type of	location
Commander Maro	type of	character
Titus Mede II	type of	character
Jarrin Root	type of	object
Paarthurnax	type of	character
Dovahkiin	type of	character
Revyn Sadri	type of	character
Revyn Sadri's store	type of	location
Viola Giordano's house	type of	location
Viola Giordano	type of	character
Tonilia	type of	character
Ri'saad	type of	character
Moon Sugar	type of	object
Kraldar	type of	character
Frea	type of	character
outside Temple of Miraak	type of	location
Temple of Miraak	type of	location
Storn	type of	character
Miraak	type of	character
Telrav	type of	character
Nilheim	type of	location
Atheron Residence	type of	location
Kodlak Whitemane	type of	character
next to Kodlak Whitemane	type of	location
Viarmo	type of	character
Bards College	type of	location
Dead Men's Respite	type of	location
Jarl Elisif	type of	character
King Olaf	type of	character
King Olaf's Verse	type of	object
the marsh south of Solitude	type of	location
just north of Windhelm	type of	location
the tundra a bit west of Whiterun	type of	location
just outside Riften	type of	location
Keerava	type of	character
Bersi Honey-Hand	type of	character
Haelga	type of	character
Eola	type of	character
Reachcliff Cave	type of	location
Namira, Lady of Decay	type of	character
Torsten Cruel-Sea	type of	character
Niranye's house in Windhelm	type of	location
Fjotli	type of	character
Niranye	type of	character
Hjaalmarch	type of	location
Orotheim	type of	location
Balimund	type of	character
fire salts, strange minerals that burns as hot as lava	type of	object
Narfi	type of	character
Reyda	type of	character
Evette San	type of	character
the docks	type of	location
Vittoria Vici	type of	character
Dinya Balu	type of	character
Mara	type of	character
Shadr	type of	character
Sapphire	type of	character
Sylgja	type of	character
Verner	type of	character
Bolli	type of	character
The Silver Blood Inn	type of	location
Kleppr	type of	character
Mirabelle Ervine	type of	character
Savos Aren	type of	character
Degaine	type of	character
outside the Temple of Dibella	type of	location
Temple of Dibella	type of	location
Tsun	type of	character
Whalebone Bridge	type of	location
Hall of Valor	type of	location
Alduin, World Eater	type of	character
Shor	type of	character
outside Snow Veil Sanctum	type of	location
Snow Veil Sanctum	type of	location
Stands-In-Shallows	type of	character
Gnisis Cornerclub	type of	location
Malur Seloth	type of	character
Frozen Hearth	type of	location
Nelacar	type of	character
Jarl of Winterhold	type of	character
Dengeir of Stuhn	type of	character
Lod's house in Falkreath	type of	location
Lod	type of	character
General Tullius	type of	character
Perth	type of	character
just outside Soljund's Sinkhole	type of	location
Soljund's Sinkhole	type of	location
Avrusa Sarethi	type of	character
Avrusa Sarethi's farm	type of	location
Aduri	type of	character
Jazbay Grapes	type of	object
Nirnroot	type of	object
Ghorza gra-Bagol	type of	character
Tacitus	type of	character
'The Last Scabbard of Akrash'	type of	object
Morwen	type of	character
Skaal village	type of	location
Bera	type of	character
Endon	type of	character
Valenwood	type of	location
Pinewatch	type of	location
Rigel Strong-Arm	type of	character
Heddic Volunnar	type of	character
Volunruud	type of	location
Tongue Chieftain Kvenel	type of	character
"Heddic's Volunruud Notes"	type of	object
Okin and Eduj	type of	object
Skyforge	type of	location
Underforge	type of	location
beneath the Skyforge	type of	location
Eorlund	type of	character
Captain Valmir	type of	character
Forelhost	type of	location
Atmora	type of	location
Amaund Motierre	type of	character
a crypt	type of	location
Black Sacrament	type of	object
Grisvar the Unlucky	type of	character
Duach	type of	character
Carlotta Valentia	type of	character
Shalidor	type of	character
Ondolemar	type of	character
Ogmund the Skald	type of	character
Jarl	type of	character
Adril Arano	type of	character
Retching Netch Cornerclub	type of	location
Councilor Morvayn	type of	character
Geldis Sadri	type of	character
Anska	type of	character
Vokun's crypt	type of	location
Vokun	type of	character
Ysgramor	type of	character
Talen-Jei	type of	character
Idolaf Battle-Born	type of	character
Nazeem	type of	character
"Letter from Idolaf Battle-Born"	type of	object
Selveni Nethri	type of	character
Southfringe Sanctum	type of	location
Bashnag	type of	character
Ulfric	type of	character
Goldenglow Estate	type of	location
East Empire Company	type of	location
Gulum-Ei	type of	character
Ainethach	type of	character
Karthwasten	type of	location
Sanuarach Mine	type of	location
Captain Wayfinder	type of	character
Sea Squall	type of	location
some cave	type of	location
Fine-Cut Void Salts	type of	object
in the southwest reaches of the realm, in the pine forest	type of	location
"Silence, my brother."	type of	object
Arcadia	type of	character
Rogatus Salvius	type of	character
Old Hroldan Inn	type of	location
Leontius	type of	character
Falion	type of	character
Agni	type of	character
Madesi	type of	character
a city	type of	location
Giraud Gemane	type of	character
Halldir's Cairn	type of	location
Rjorn	type of	character
Halldir	type of	character
Orthus Endario	type of	character
East Empire Company's rundown offices in Windhelm	type of	location
Hammerfell	type of	location
Vvardenfell	type of	location
Suvaris Atheron	type of	character
Svari	type of	character
Roggvir	type of	character
Cragslane Cavern	type of	location
Mzulft	type of	location
Colette Marence	type of	character
Augur	type of	character
Common Soul Gems	type of	object
Bujold the Unworthy	type of	character
outside Thirsk Mead Hall	type of	location
Rieklings	type of	character
Rift	type of	location
Faldar's Tooth	type of	location
Fort Neugrad	type of	location
near Fort Neugrad	type of	location
Illia	type of	character
Darklight Tower	type of	location
Pantea Ateia	type of	character
Larina	type of	character
Fethis Alor	type of	character
East Empire Pendants	type of	object
Eisa Blackthorn	type of	character
Frostmere Crypt	type of	location
Kyr	type of	character
Ra'jirr	type of	character
Pale Lady	type of	character
"Eisa's Journal"	type of	object
Glover Mallory	type of	character
Castle Karstaag	type of	location
Esmond Tyne	type of	character
Nchardak	type of	location
Drevis Neloren	type of	character
around the College of Winterhold	type of	location
Onmund	type of	character
Enthir	type of	character
Barenziah	type of	character
Stone of Barenziah, Stones of Barenziah	type of	object
Angeline Morrard	type of	character
Fura	type of	character
Calcelmo	type of	character
Nchuand-Zel	type of	location
Nimhe, Poisoned One	type of	character
Kesh the Clean	type of	character
Peryite	type of	character
Bthardamz	type of	location
Orchendor	type of	character
Sam Guevenne	type of	character
Senna	type of	character
Sam	type of	character
Dibella	type of	character
Madanach	type of	character
Cidhna Mine	type of	location
Braig	type of	character
Mogrul	type of	character
Drovas Relvi	type of	character
septims	type of	object
The Hag's Cure	type of	location
Muiri	type of	character
Valdr	type of	character
outside Moss Mother Cavern	type of	location
Moss Mother Cavern	type of	location
Ari	type of	character
Niels	type of	character
Spriggans	type of	character
Deor Woodcutter	type of	character
Baldor Iron-Shaper	type of	character
Stalhrim	type of	object
Christer	type of	character
Mistwatch	type of	location
Fjola	type of	character
Redbelly Mine	type of	location
Grogmar	type of	character
Fralia Gray-Mane	type of	character
Fralia Gray-Mane's home	type of	location
Thorald	type of	character
Dervenin	type of	character
Pelagius Wing	type of	location
Blue Palace	type of	location
Una	type of	character
Erdi	type of	character
Jarl Baalgruf	type of	character
The Ragged Flagon	type of	location
Delvin Mallory, Vex	type of	character
Falk Firebeard	type of	character
Wolfskull Cave	type of	location
Potema the Wolf Queen	type of	character
Captain Veleth	type of	character
an old farm	type of	location
Riften jail	type of	location
Svidi	type of	character
Wulfur	type of	character
Faendal	type of	character
Riverwood	type of	location
Camilla Valerius	type of	character
Sven	type of	character
Aringoth	type of	character
Maven	type of	character
Mercer	type of	character
Tharstan	type of	character
Vahlok's Tomb	type of	location
Red Mountain	type of	location
outside Vahlok's Tomb	type of	location
Benkongerike	type of	location
Xarxes	type of	character
Hermaeus Mora	type of	character
Black Books	type of	object
Lisbet	type of	character
Lisbet's store	type of	location
Broken Tower Redoubt	type of	location
Jaree-Ra	type of	character
Solitude Docks	type of	location
Icerunner	type of	location
Solitude Lighthouse	type of	location
Deeja	type of	character
Shroud Hearth Barrow	type of	location
Wyndelius	type of	character
Olava the Feeble	type of	character
Deepwood Redoubt	type of	location
Froki	type of	character
Kyne	type of	character
Kyne's Sacred Trials	type of	object
Sybille Stentor	type of	character
Pinemoon Cave	type of	location
Skald the Elder	type of	character
Idgrod Ravencrone	type of	character
Hroggar's house in Morthal	type of	location
Hroggar	type of	character
Alva	type of	character
Embershard Mine	type of	location
Serpent's Bluff Redoubt	type of	location
Nazir	type of	character
ruins just outside of Ivarstead	type of	location
Red Wave	type of	location
Safia	type of	character
Mzinchaleft	type of	location
Maluril	type of	character
Moorside Inn	type of	location
Lurbuk	type of	character
Ma'randru-jo	type of	character
Helvard	type of	character
Half-Moon Mill	type of	location
Hern	type of	character
Hert	type of	character
Anga's Mill	type of	location
in the woods near Anga's Mill	type of	location
Ennodius Papius	type of	character
the plains outside Whiterun	type of	location
Anoriath	type of	character
Hela's Folly	type of	location
Deekus	type of	character
Beitild	type of	character
Serpentstone Isle	type of	location
Fort Hraggstad	type of	location
Korvanjund	type of	location
outside Korvanjund	type of	location
King Borgas	type of	character
Jagged Crown	type of	object
Galmar Stonefist	type of	character
J'zargo	type of	character
Sadri's Sujamma	type of	object
Sujamma	type of	object
Aretino Residence	type of	location
Honorhall Orphanage	type of	location
Stalleo	type of	character
outside Treva's Watch	type of	location
Brurid	type of	character
Alik'r Warriors	type of	character
Saadia	type of	character
Olfrid Battle-Born	type of	character
the Jarl's or Steward's chambers in Dragonsreach	type of	location
Arn	type of	character
books, which contain powerful Illusion spells	type of	object
Marise Aravel	type of	character
Ancient's Ascent	type of	location
ice wraith teeth	type of	object
Wylandriah	type of	character
Fellstar Farm	type of	location
Frozen Hearth Inn	type of	location
The White Phial	type of	location
Boti	type of	character
Dwemer Spoon	type of	object
Orichalcum Ingot	type of	object
Grand Soul Gem	type of	object
Sinding	type of	character
a prison	type of	location
these woods	type of	location
Hircine, Lord of the Hunt	type of	character
Ring of Hircine	type of	object
Tyranus	type of	character
outside the Abandoned House	type of	location
Abandoned House	type of	location
Molag Bal, Lord of Domination	type of	character
Boethiah	type of	character
Ustengrav	type of	location
Jurgen Windcaller	type of	character
Erikur	type of	character
Fellglow Keep	type of	location
Orthorn	type of	character
Hilund	type of	character
Wujeeta	type of	character
Riften Fishery	type of	location
Heart Stones	type of	object
Hamal	type of	character
Sybil	type of	character
Exalted Protocol of the Dibellan Sybil	type of	object
Elynea Mothren	type of	character
Harstrad	type of	location
taproots	type of	object
Kjar	type of	character
North Wind	type of	location
Halbarn Iron-Fur	type of	character
Ebony	type of	object
Katariah	type of	location
onboard the Katariah	type of	location
Temba Wide-Arm	type of	character
bear pelts	type of	object
Mjoll the Lioness	type of	character
Grimsever	type of	object
Quaranir	type of	character
Augur of Dunlain	type of	character
Lucan Valerius	type of	character
Lucan Valerius's shop in the town	type of	location
Bleak Falls Barrow	type of	location
Beirand	type of	character
Hermaeus Mora, Gardener of Men	type of	character
Hermaeus Mora's realm	type of	location
Ghost of Old Hroldan	type of	character
Hroldan	type of	location
Hjalti	type of	character
Talvas Fathryon	type of	character
Tel Mithryn	type of	location
Ash Guardian	type of	character
Habd	type of	character
Frostflow Lighthouse	type of	location
Ramati	type of	character
Sudi	type of	character
Mani	type of	character
"Habd's Journal"	type of	object
Anonymous	type of	character
Midden	type of	location
Arcanaeum	type of	location
"Midden Incident Report"	type of	object
Deadric Relic	type of	object
rings	type of	object
Stony Creek Cave	type of	location
Malacath	type of	character
Forgemaster's Fingers	type of	object
Gorm	type of	character
Idgrod	type of	character
Grosta	type of	character
Broken Helm Hollow	type of	location
Liefnarr	type of	character
Daynas Valen	type of	character
Folgunthur	type of	location
Geirmund's Hall	type of	location
Archmage Gauldur	type of	character
Mikrul	type of	character
Jyrik	type of	character
Sigdis	type of	character
Archmage Geirmund	type of	character
"Daynas Valen's Notes"	type of	object
Taarie	type of	character
Radiant Raiment	type of	location
Elisif	type of	character
Inge Six Fingers	type of	character
Finn	type of	character
Finn's Lute	type of	object
Malborn	type of	character
around the main gate of Windhelm	type of	location
Khajiit	type of	character
Cindiri Arano	type of	character
First Edition	type of	location
Strident Squall	type of	location
Folio	type of	object
Faralda	type of	character
Mage Light	type of	object
Wulf Wild-Blood	type of	character
Torkild	type of	character
Crescius Caerellius	type of	character
Raven Rock Mine	type of	location
Gratian Caerellius	type of	character
Ingun Black-Briar	type of	character
deathbell	type of	object
nightshade	type of	object
nirnroot	type of	object
Bralsa Drel	type of	character
The Retching Netch	type of	location
Geldis	type of	character
Milore Ienth	type of	character
a walled city	type of	location
Bannered Mare	type of	location
Mikael	type of	character
Scouts-Many-Marshes	type of	character
Omluag	type of	character
Mulush	type of	character
Iddra	type of	character
Roggi	type of	character
Haran	type of	character
The Frozen Hearth	type of	location
Storn Crag-Strider	type of	character
Saering's Watch	type of	location
Wind Stone	type of	location
Brand-Shei	type of	character
"Power of the Elements"	type of	object
Dark Brotherhood Sanctuary, the hideout of the Dark Brotherhood	type of	location
the passphrase to the Dark Brotherhood Sanctuary: "Silence, my brother."	type of	object
Kerah	type of	character
Understone Keep	type of	location
Septimus Signus	type of	character
Sorex Vinius	type of	character
Jarl Elisif the Fair	type of	character
Stros M'Kai Rum	type of	object
The Winking Skeever	type of	location
Solitude stables	type of	location
Elenwen	type of	character
Thalmor Embassy	type of	location
Hillevi Cruel-Sea	type of	character
Hillevi Cruel-Sea's market stall	type of	location
Hollyfrost Farm	type of	location
Wuunferth	type of	character
Nightshade	type of	object
Aeri	type of	character
Thadgeir	type of	character
Berit	type of	character
Adonato Leotelli	type of	character
Giruad Gemane	type of	character
"Olaf and the Dragon"	type of	object
Banning	type of	character
Voada	type of	character
a mine whose tunnels are getting deep into the rock	type of	location
Idgrod the Younger	type of	character
Temple of Kynareth	type of	location
Joric	type of	character
Danica Pure-Spring	type of	character
on the road near Loreius Farm	type of	location
Loreius Farm	type of	location
Loreius	type of	character
Maro	type of	character
Bloodlet Throne	type of	location
Vighar	type of	character
Honningbrew Meadery	type of	location
Sabjorn	type of	character
Mallus Maccius	type of	character
down by the docks	type of	location
Dainty Sload	type of	location
Delvin	type of	character
Captain Volf	type of	character
ashore	type of	location
Sabine Nyette	type of	character
Balmora Blue	type of	object
Nightingale Sentinel	type of	character
Pilgrim's Path	type of	location
Ebonmere	type of	location
Skeleton Key	type of	object
Atub	type of	character
walled orc camp	type of	location
Yamarz	type of	character
Troll Fat	type of	object
Daedra Heart	type of	object
the wilderness	type of	location
Veezara	type of	character
Shadowmere	type of	character
outside by the pool	type of	location
Arnbjorn	type of	character
Phinis Gestor	type of	character
Hall of Attainment	type of	location
the top of the Hall of Attainment	type of	location
Dremora	type of	character
Barbas	type of	character
Haemar's Shame	type of	location
Clavicus Vile	type of	character
Raerek	type of	character
Anuriel	type of	character
Klimmek	type of	character
Elder Othreloth	type of	character
Temple	type of	location
Ancestral Tombs	type of	location
an Ancestral Tomb beneath the Temple	type of	location
Svana Far-Shield	type of	character
Bolli, Hofgrir, Indaryn	type of	character
Mark of Dibella, Marks of Dibella	type of	object
Warmaiden's	type of	location
"Letter from Calcelmo"	type of	object
Lars Battle-Born	type of	character
Braith	type of	character
the hills on the western edge of Skyrim	type of	location
Meridia	type of	character
Kilkreath	type of	location
Malkoran	type of	character
Dravin Llanith	type of	character
Dravin Llanith's farm	type of	location
Ratway	type of	location
Gabriella	type of	character
Gaius Maro	type of	character
Temple of the Divines	type of	location
Fastred	type of	character
Maramal	type of	character
Temple of Mara	type of	location
Hofgrir Horse-Crusher	type of	character
out in the wilderness	type of	location
Hunting Grounds	type of	location
Glenmoril coven in the wilderness	type of	location
the Gildergreen in Whiterun	type of	location
Orphan Rock	type of	location
Kynareth	type of	character
Gildergreen	type of	object
Eldergleam	type of	object
Nettlebane	type of	object
Dragonstone	type of	object
Candlehearth Hall	type of	location
the murder scene	type of	location
Helgird	type of	character
Susanna	type of	character
Aranea Ienith	type of	character
Azura's shrine, up the steps to the altar	type of	location
Azura	type of	character
White Ridge Barrow	type of	location
Alvor	type of	character
Helgen	type of	location
Balgruuf	type of	character
Frostmere Depths	type of	location
Azra Nightwielder	type of	character
Ancient Nordic Pickaxe	type of	object
Dwemer Cogs	type of	object
Skyrim ruins	type of	location
Dwarven Convectors, Convectors	type of	object
Brenuin	type of	character
Argonian Ale	type of	object
Bleakcoast Cave	type of	location
Pavo Attius' home	type of	location
Pavo Attius	type of	character
Medresi Dran	type of	character
Angarvunde	type of	location
outside the catacombs	type of	location
the catacombs, filled with undead	type of	location
Dragonhide	type of	object
Ebonyflesh	type of	object
Kahvozein's Fang	type of	object
Golldir	type of	character
Hillgrund's Tomb	type of	location
Agna	type of	character
Vals Veran	type of	character
Kharjo	type of	character
a cold land	type of	location
Moon Amulet	type of	location
Time-Wound	type of	location
Akatosh	type of	character
Sky Haven Temple	type of	location
Karthspire	type of	location
Alduin's Wall	type of	object
Wheat	type of	object
Blisterwort	type of	object
Arch-Mage	type of	character
Movarth's Lair	type of	location
a courtyard in Castle Volkihar with Valerica's garden, a peaceful place that Serana's father could not stand	type of	location
Valerica	type of	character
Dexion	type of	character
Florentius	type of	character
Bloodstone Chalice	type of	object
Dimhollow Crypt	type of	location
Tolan	type of	character
Irkngthand	type of	location
Cold Rock Pass	type of	location
gold	held by	Ralis Sedarys
gold	held by	Nazir
Auriel's Bow	held by	Fura Bloodmouth
Fura Bloodmouth	present in	an abandoned fort in the Reach
Fura Bloodmouth	present in	Haemar's Shame
"Blood"	held by	Dexion Evicus
Elder Scrolls	held by	Dexion Evicus
Dexion Evicus	present in	Ancestor Glades
Dexion Evicus	present in	Tamriel
Tamriel	connected to	Skyrim
Isran	present in	Tamriel
Tamriel	connected to	Castle Volkihar
Tamriel	connected to	Soul Cairn
General Tullius	present in	Tamriel
Tamriel	connected to	Windhelm
Lord Harkon	present in	Skyrim
Moth Priest	present in	Skyrim
Urag gro-Shub	present in	Skyrim
Skyrim	connected to	Solstheim
Esbern	present in	Skyrim
Skyrim	connected to	College of Winterhold
Skyrim	connected to	Hob's Fall Cave
Skyrim	connected to	Solitude
Neloth	present in	Skyrim
Varona	present in	Skyrim
Rustleif	present in	Skyrim
Seren	present in	Skyrim
Ysolda	present in	Skyrim
Ma'dran	present in	Skyrim
Skyrim	connected to	Riften
Skyrim	connected to	Riftweald Manor
Silus Vesuius	present in	Skyrim
Ghunzul	present in	Skyrim
Drascua	present in	Skyrim
Skyrim	connected to	Morthal
Arngeir	present in	Skyrim
Dragonborn	present in	Skyrim
Vex	present in	Skyrim
Skyrim	connected to	Windhelm
Skyrim	connected to	Dead Men's Respite
Jarl Elisif	present in	Skyrim
Skyrim	connected to	Markarth
Skyrim	connected to	Labyrinthian
Skyrim	connected to	Falkreath
Skyrim	connected to	Mzulft
Barenziah	present in	Skyrim
Legate Rikke	present in	Skyrim
Skyrim	connected to	Fort Hraggstad
Amaund Motierre	present in	Skyrim
bear pelts	present in	Skyrim
Delphine	present in	Skyrim
Skyrim	connected to	Riverwood
Galmar Stone-Fist	present in	Skyrim
Gabriella	present in	Skyrim
Skyrim	connected to	Whiterun
Skyrim	connected to	Temple of the Divines
Titus Mede II	present in	Skyrim
Skyrim	connected to	out in the wilderness
Skyrim	connected to	Sovngarde
Arniel Gane	present in	Skyrim
Skyrim	connected to	Castle Volkihar
Elder Scrolls	present in	an Ancestor Glade in Skyrim, in the pine forest
Elder Scrolls	held by	Serana
Elder Scrolls	held by	Lord Harkon
Serana	present in	Cyrodiil
Serana	present in	a courtyard in Castle Volkihar with Valerica's garden, a peaceful place that Serana's father could not stand
Serana	present in	Castle Volkihar
Cyrodiil	connected to	College of Winterhold
College of Winterhold	connected to	Labyrinthian
Ancano	present in	College of Winterhold
Sergius Turrianus	present in	College of Winterhold
Mirabelle Ervine	present in	College of Winterhold
Savos Aren	present in	College of Winterhold
Malur Seloth	present in	College of Winterhold
College of Winterhold	connected to	Frozen Hearth
Jarl of Winterhold	present in	College of Winterhold
College of Winterhold	connected to	Sea Squall
Drevis Neloren	present in	College of Winterhold
Urag gro-Shub	present in	College of Winterhold
College of Winterhold	connected to	Fellglow Keep
Quaranir	present in	College of Winterhold
Augur of Dunlain	present in	College of Winterhold
Anonymous	present in	College of Winterhold
College of Winterhold	connected to	Midden
College of Winterhold	connected to	Arcanaeum
Faralda	present in	College of Winterhold
Tolfdir	present in	College of Winterhold
Florentius Baenius	present in	Morvunskar
Florentius Baenius	present in	Fort Dawnguard
Farkas	present in	Morvunskar
Arkay	present in	Morvunskar
Farkas	present in	Dustman's Cairn
Farkas	present in	Sovngarde
Farkas	present in	Eastmarch
Farkas	present in	Solitude
Farkas	present in	Whiterun
Arkay	present in	Fort Dawnguard
Arkay	present in	Falkreath
Arkay	present in	Whiterun
Arkay	present in	Temple of Divines
Arkay	present in	outside the catacombs
Arvak	present in	Soul Cairn
Jiub the Eradicator, Saint Jiub, Jiub	present in	Soul Cairn
Durnehviir	present in	Soul Cairn
Gunmar	present in	Treva's Watch
Gunmar	present in	Reach, trying to find dwarven ruins
Gunmar	present in	Solitude
Gunmar	present in	Movarth's Lair
Treva's Watch	connected to	outside Treva's Watch
Vingalmo	present in	Riften
Valindor	present in	Riften
Delphine	present in	Riften
